train_loss,epoch,step,val_loss
93.12002856496744,0,49,
63.04496145857299,0,99,
11.124109994477887,0,149,
47.01147825360355,0,199,
46.937978448362706,0,249,
,0,249,35.28138085558411
37.37179153504962,1,299,
5.5776782050345926,1,349,
16.421065637560233,1,399,
48.29833257789223,1,449,
17.542249758913265,1,499,
,1,499,9.011910265060179
3.936373823847188,2,549,
10.347086608387663,2,599,
14.962507931567181,2,649,
9.37516718750375,2,699,
7.790572668836363,2,749,
,2,749,11.909658765731594
15.55997665302003,3,799,
17.936983316955953,3,849,
17.921488794861855,3,899,
2.0908057283886365,3,949,
2.8644559253039916,3,999,
,3,999,6.577203296071227
7.97776971185484,4,1049,
5.4656649929040135,4,1099,
10.954835856957466,4,1149,
3.927631903568695,4,1199,
14.247883227979116,4,1249,
,4,1249,5.378997261596919
10.673336498304376,5,1299,
8.73229341099706,5,1349,
10.846487275418946,5,1399,
11.452401323652992,5,1449,
0.6386084630244251,5,1499,
,5,1499,3.2073197029666853
1.8365765338620625,6,1549,
6.0494590515894,6,1599,
8.636907175479758,6,1649,
4.199337991849427,6,1699,
4.4023253844302825,6,1749,
,6,1749,3.135645467842946
1.8595505814827065,7,1799,
1.0572336731820537,7,1849,
5.30533118780529,7,1899,
0.3601544649224184,7,1949,
2.8069812106994054,7,1999,
,7,1999,1.6859023074633497
6.078262445404725,8,2049,
6.584222464770162,8,2099,
3.3902868719816035,8,2149,
2.9023172397649293,8,2199,
-0.2518560815109647,8,2249,
,8,2249,1.303342397081487
0.2856507142279474,9,2299,
-0.17259292252068903,9,2349,
4.071487553794967,9,2399,
1.7889082815480157,9,2449,
1.53490293696597,9,2499,
,9,2499,10.010130555307878
1.3715937508364537,10,2549,
1.8273418611608885,10,2599,
1.9508597428614007,10,2649,
0.025855944242806128,10,2699,
0.18006578371685356,10,2749,
,10,2749,12.723234007961066
1.0930182590134199,11,2799,
0.5339074741515488,11,2849,
3.3155847640013527,11,2899,
-0.49265320207576835,11,2949,
0.04983864965507223,11,2999,
,11,2999,5.515122498762794
0.3004303098293355,12,3049,
0.21748186592859842,12,3099,
3.71982941815102,12,3149,
1.3661672289274,12,3199,
0.5400680830775055,12,3249,
,12,3249,10.237664399568011
0.9488945927091867,13,3299,
3.959773256903755,13,3349,
3.3935039919199483,13,3399,
-0.06758984236866583,13,3449,
0.2182882742120733,13,3499,
,13,3499,3.486273347295496
