train_loss,epoch,step,val_loss
-1.262974117863227,0,49,
-1.3394973447337937,0,99,
-1.4327528082935146,0,149,
-1.852635827056662,0,199,
-1.4429417515769227,0,249,
-1.8107942314428858,0,299,
-1.7108221911055685,0,349,
-2.1326535777455065,0,399,
-1.8559844379967978,0,449,
-1.6813700942312149,0,499,
-2.0769961369656995,0,549,
-1.6342806806858885,0,599,
-1.629482912946866,0,649,
-1.8541737473817497,0,699,
-1.8463400685296159,0,749,
-1.8157740089069907,0,799,
-1.4697761559863782,0,849,
-1.9136092810292307,0,899,
-1.8989527693558101,0,949,
-1.9240600653242033,0,999,
-1.6860320430869984,0,1049,
-1.620034762030501,0,1099,
-1.5995503609269333,0,1149,
-1.8860366933821764,0,1199,
-1.9627406279055546,0,1249,
-1.8680060157802196,0,1299,
-2.0053635210608065,0,1349,
-1.8244785626118833,0,1399,
-1.8453373527519386,0,1449,
-1.9403364039957653,0,1499,
-1.9078874267795618,0,1549,
-1.875153954351982,0,1599,
-1.9884874536662145,0,1649,
-2.102414232621138,0,1699,
-2.0032869812695835,0,1749,
-2.042010816007643,0,1799,
-2.107961036630979,0,1849,
-1.569503888386765,0,1899,
-1.9252959532897442,0,1949,
-1.7674340007600762,0,1999,
-2.0367515889921854,0,2049,
-1.7968251516779632,0,2099,
-1.732301049816698,0,2149,
-2.1058369575528877,0,2199,
-1.6539720920050691,0,2249,
-1.8407844554036263,0,2299,
-2.031934519079645,0,2349,
-1.8527838711409694,0,2399,
-1.8766742997238972,0,2449,
-1.7607199381446685,0,2499,
,0,2499,6.982993836710018
-1.716135109812479,1,2549,
-1.5857036624850083,1,2599,
-1.5163036788873014,1,2649,
-1.9943193634479774,1,2699,
-1.5873829703036726,1,2749,
-2.120580607725327,1,2799,
-1.6953816686885905,1,2849,
-2.233995293709182,1,2899,
-2.0239028981878846,1,2949,
-1.7526608728968207,1,2999,
-2.13374706228673,1,3049,
-1.8577374058471212,1,3099,
-1.455817979262491,1,3149,
-1.7795532334727344,1,3199,
-1.7413346758286785,1,3249,
-1.9649216543190136,1,3299,
-1.363791111500349,1,3349,
-1.9771976982382053,1,3399,
-1.9404480311931787,1,3449,
-2.0030675631394237,1,3499,
-1.6944231301308914,1,3549,
-1.8503693397239798,1,3599,
-1.6418507034514596,1,3649,
-1.8817081050338311,1,3699,
-1.904748632685135,1,3749,
-2.1324092768593683,1,3799,
-2.130870479401008,1,3849,
-1.918505368445016,1,3899,
-1.7483366023866562,1,3949,
-2.003615972429641,1,3999,
-2.113317632301167,1,4049,
-1.9252772685149142,1,4099,
-2.084554093743302,1,4149,
-2.167007468036647,1,4199,
-2.0534257408438146,1,4249,
-1.997028943928385,1,4299,
-2.082527592633995,1,4349,
-1.656870174498993,1,4399,
-1.9792812557723454,1,4449,
-1.8368152426844886,1,4499,
-2.1233257935428065,1,4549,
-1.8373130420540225,1,4599,
-1.8266021335993945,1,4649,
-2.125043407287542,1,4699,
-1.7664294660713513,1,4749,
-1.8480422598292234,1,4799,
-2.108872650992588,1,4849,
-1.8978140588222951,1,4899,
-1.95199461963989,1,4949,
-1.8472672893774935,1,4999,
,1,4999,9.721474316205597
-1.8644388928976392,2,5049,
-1.5718967312836782,2,5099,
-1.5738805089750199,2,5149,
-2.139844258275423,2,5199,
-1.6334836128961776,2,5249,
-2.168459063968578,2,5299,
-1.6337076307121712,2,5349,
-2.275179752115104,2,5399,
-2.0805519057855455,2,5449,
-1.7840600373541435,2,5499,
-2.1841444255341043,2,5549,
-1.9441948050307543,2,5599,
-1.5217725099524428,2,5649,
-1.79868914964518,2,5699,
-1.8298224165553902,2,5749,
-2.00180380340926,2,5799,
-1.3030957871766025,2,5849,
-2.0702275385878917,2,5899,
-1.9804720760214862,2,5949,
-2.007831138110601,2,5999,
-1.641599563474539,2,6049,
-1.8876584356637585,2,6099,
-1.6915516788441702,2,6149,
-1.9012203133776093,2,6199,
-1.9621676571114248,2,6249,
-2.241784483622899,2,6299,
-2.0994302043462953,2,6349,
-1.9388780261726712,2,6399,
-1.8200623054210223,2,6449,
-2.0375027151784804,2,6499,
-2.059018120001797,2,6549,
-1.8474751831436431,2,6599,
-2.0375448979793096,2,6649,
-2.123539295132085,2,6699,
-2.11813294394721,2,6749,
-2.0462249892593483,2,6799,
-2.0654466531836544,2,6849,
-1.7487344022357632,2,6899,
-1.9567543981438207,2,6949,
-1.9125301243468322,2,6999,
-2.116573445598937,2,7049,
-1.9184215923664147,2,7099,
-1.8353769930088593,2,7149,
-2.135999166639609,2,7199,
-1.797282768969978,2,7249,
-1.9006196842241936,2,7299,
-2.1040505745402007,2,7349,
